EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,PrioridadTriage,CostoAtencionCLP,FechaDT,Mes,Temporada,SexoPaciente_femenino,SexoPaciente_masculino,PrioridadTriage_Encoded
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,1,Influenza y neumonia,111,8,5,26,44,28,21-07-2025,c4,137555.0,2025-07-21,7,Invierno,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,2,Infeccion respiratoria aguda alta,1689,12,20,40,86,19,21-07-2025,c3,118737.0,2025-07-21,7,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,3,Bronquitis/Bronquiolitis aguda,174,57,33,41,41,2,21-07-2025,c3,91125.0,2025-07-21,7,Invierno,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,4,Crisis asmática,55,3,10,17,20,5,21-07-2025,c3,97552.0,2025-07-21,7,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,5,Insuficiencia respiratoria aguda,159,3,2,11,61,82,21-07-2025,c3,103634.0,2025-07-21,7,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,30,6,COVID-19 sospecha/confirmada,63,8,5,10,27,13,24-02-2025,c3,38074.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,1,Influenza y neumonia,83,4,8,17,38,16,21-07-2025,c2,106404.0,2025-07-21,7,Invierno,False,True,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,2,Infeccion respiratoria aguda alta,81,8,9,18,36,10,24-02-2025,c3,105711.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,3,Bronquitis/Bronquiolitis aguda,69,16,22,15,12,4,24-02-2025,c2,80437.0,2025-02-24,2,Verano,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,4,Crisis asmática,203,7,23,49,104,20,24-02-2025,c4,123946.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,5,Insuficiencia respiratoria aguda,262,6,10,19,95,132,24-02-2025,c2,109517.0,2025-02-24,2,Verano,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,30,6,COVID-19 sospecha/confirmada,267,23,31,50,125,38,24-02-2025,c4,74964.0,2025-02-24,2,Verano,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,1,Influenza y neumonia,83,8,7,8,36,24,24-02-2025,c2,85747.0,2025-02-24,2,Verano,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,2,Infeccion respiratoria aguda alta,111,8,13,23,57,10,24-02-2025,c3,96223.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,3,Bronquitis/Bronquiolitis aguda,339,95,87,66,70,21,24-02-2025,c3,122263.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,4,Crisis asmática,50,1,7,10,26,6,24-02-2025,c4,110007.0,2025-02-24,2,Verano,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,5,Insuficiencia respiratoria aguda,215,5,6,16,75,113,28-07-2025,c2,115989.0,2025-07-28,7,Invierno,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,31,6,COVID-19 sospecha/confirmada,149,10,25,29,68,17,28-07-2025,c3,130149.0,2025-07-28,7,Invierno,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,1,Influenza y neumonia,292,26,30,35,120,81,28-07-2025,c3,81505.0,2025-07-28,7,Invierno,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,2,Infeccion respiratoria aguda alta,58,6,12,11,22,7,24-02-2025,c1,86994.0,2025-02-24,2,Verano,True,False,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,3,Bronquitis/Bronquiolitis aguda,190,52,45,34,48,11,24-02-2025,c2,63790.0,2025-02-24,2,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,4,Crisis asmática,55,3,3,13,28,8,28-07-2025,c3,44960.0,2025-07-28,7,Invierno,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,5,Insuficiencia respiratoria aguda,90,1,2,8,37,42,24-02-2025,c2,63749.0,2025-02-24,2,Verano,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,31,6,COVID-19 sospecha/confirmada,207,9,22,37,111,28,28-07-2025,c3,43040.0,2025-07-28,7,Invierno,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,1,Influenza y neumonia,263,19,31,46,118,49,28-07-2025,c2,91258.0,2025-07-28,7,Invierno,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,2,Infeccion respiratoria aguda alta,186,18,25,35,88,20,24-02-2025,c5,128087.0,2025-02-24,2,Verano,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,3,Bronquitis/Bronquiolitis aguda,234,61,50,49,61,13,28-07-2025,c1,122765.0,2025-07-28,7,Invierno,True,False,5.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,4,Crisis asmática,237,11,30,56,113,27,24-02-2025,c5,128926.0,2025-02-24,2,Verano,True,False,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,5,Insuficiencia respiratoria aguda,87,1,2,3,35,46,24-02-2025,c5,77998.0,2025-02-24,2,Verano,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,31,6,COVID-19 sospecha/confirmada,240,20,23,52,107,38,24-02-2025,c3,115470.0,2025-02-24,2,Verano,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,1,Influenza y neumonia,256,22,23,39,107,65,28-07-2025,c3,126995.0,2025-07-28,7,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,2,Infeccion respiratoria aguda alta,168,17,16,26,89,20,28-07-2025,c5,78776.0,2025-07-28,7,Invierno,True,False,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,3,Bronquitis/Bronquiolitis aguda,201,63,58,36,35,9,24-02-2025,c2,95774.0,2025-02-24,2,Verano,True,False,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,4,Crisis asmática,65,1,10,19,26,9,24-02-2025,c3,92821.0,2025-02-24,2,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,5,Insuficiencia respiratoria aguda,196,6,12,18,64,96,24-02-2025,c3,53536.0,2025-02-24,2,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,31,6,COVID-19 sospecha/confirmada,81,5,13,18,35,10,28-07-2025,c2,47006.0,2025-07-28,7,Invierno,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,1,Influenza y neumonia,262,26,25,32,108,71,24-02-2025,c2,136559.0,2025-02-24,2,Verano,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,2,Infeccion respiratoria aguda alta,169,16,13,44,70,26,28-07-2025,c4,140829.0,2025-07-28,7,Invierno,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,3,Bronquitis/Bronquiolitis aguda,171,42,49,34,41,5,28-07-2025,c3,102353.0,2025-07-28,7,Invierno,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,4,Crisis asmática,175,8,19,48,79,21,24-02-2025,c3,38519.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,5,Insuficiencia respiratoria aguda,64,1,2,5,20,36,24-02-2025,c3,102193.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,31,6,COVID-19 sospecha/confirmada,176,13,21,34,83,25,24-02-2025,c3,53933.0,2025-02-24,2,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,1,Influenza y neumonia,307,24,31,48,137,67,24-02-2025,c1,54742.0,2025-02-24,2,Verano,True,False,5.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,2,Infeccion respiratoria aguda alta,282,23,36,51,125,47,24-02-2025,c1,135930.0,2025-02-24,2,Verano,False,True,5.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,3,Bronquitis/Bronquiolitis aguda,311,94,89,59,54,15,24-02-2025,c2,107658.0,2025-02-24,2,Verano,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,4,Crisis asmática,177,10,23,45,78,21,24-02-2025,c3,81993.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,5,Insuficiencia respiratoria aguda,125,5,5,3,47,65,04-08-2025,c5,98144.0,2025-08-04,8,Invierno,True,False,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,32,6,COVID-19 sospecha/confirmada,276,20,41,61,120,34,04-08-2025,c2,42270.0,2025-08-04,8,Invierno,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,32,1,Influenza y neumonia,123,8,8,21,51,35,04-08-2025,c4,105878.0,2025-08-04,8,Invierno,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,32,2,Infeccion respiratoria aguda alta,221,10,33,45,103,30,24-02-2025,c4,107931.0,2025-02-24,2,Verano,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,32,3,Bronquitis/Bronquiolitis aguda,144,39,42,27,29,7,04-08-2025,c3,145504.0,2025-08-04,8,Invierno,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,32,5,Insuficiencia respiratoria aguda,117,2,4,8,31,72,04-08-2025,c3,80886.0,2025-08-04,8,Invierno,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,1,Influenza y neumonia,258,27,28,37,97,69,24-02-2025,c4,84141.0,2025-02-24,2,Verano,True,False,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,2,Infeccion respiratoria aguda alta,152,6,21,31,73,21,04-08-2025,c4,131765.0,2025-08-04,8,Invierno,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,3,Bronquitis/Bronquiolitis aguda,111,24,28,19,33,7,04-08-2025,c4,103782.0,2025-08-04,8,Invierno,True,False,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,4,Crisis asmática,76,4,9,21,33,9,04-08-2025,c2,41438.0,2025-08-04,8,Invierno,False,True,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,5,Insuficiencia respiratoria aguda,155,3,6,10,56,80,24-02-2025,c3,115670.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2025,32,6,COVID-19 sospecha/confirmada,131,6,22,26,49,28,24-02-2025,c4,92785.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,1,Influenza y neumonia,134,11,17,20,51,35,04-08-2025,c3,86336.0,2025-08-04,8,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,2,Infeccion respiratoria aguda alta,186,20,12,47,88,19,24-02-2025,c4,147031.0,2025-02-24,2,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,3,Bronquitis/Bronquiolitis aguda,257,77,55,42,67,16,24-02-2025,c2,108274.0,2025-02-24,2,Verano,False,True,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,4,Crisis asmática,156,7,30,44,65,10,24-02-2025,c3,109817.0,2025-02-24,2,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,5,Insuficiencia respiratoria aguda,89,6,4,5,33,41,24-02-2025,c4,77149.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2025,32,6,COVID-19 sospecha/confirmada,257,19,21,42,132,43,04-08-2025,c2,67950.0,2025-08-04,8,Invierno,False,True,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,32,1,Influenza y neumonia,240,26,22,33,104,55,24-02-2025,c2,72204.0,2025-02-24,2,Verano,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,32,2,Infeccion respiratoria aguda alta,218,13,31,41,94,39,24-02-2025,c4,151920.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,32,3,Bronquitis/Bronquiolitis aguda,346,107,74,58,84,23,04-08-2025,c4,132980.0,2025-08-04,8,Invierno,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,32,4,Crisis asmática,174,7,24,46,78,19,04-08-2025,c3,123302.0,2025-08-04,8,Invierno,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2025,32,6,COVID-19 sospecha/confirmada,335,19,37,75,143,61,04-08-2025,c4,79727.0,2025-08-04,8,Invierno,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,1,Influenza y neumonia,281,21,40,41,115,64,11-08-2025,c3,136076.0,2025-08-11,8,Invierno,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,2,Infeccion respiratoria aguda alta,60,8,5,13,20,14,11-08-2025,c3,66587.0,2025-08-11,8,Invierno,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,3,Bronquitis/Bronquiolitis aguda,316,81,80,69,78,8,11-08-2025,c3,81186.0,2025-08-11,8,Invierno,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,4,Crisis asmática,283,16,34,87,126,20,11-08-2025,c3,175720.0,2025-08-11,8,Invierno,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,5,Insuficiencia respiratoria aguda,165,4,6,12,61,82,24-02-2025,c4,108183.0,2025-02-24,2,Verano,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2025,33,6,COVID-19 sospecha/confirmada,104,8,15,17,50,14,24-02-2025,c2,109621.0,2025-02-24,2,Verano,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,33,1,Influenza y neumonia,293,21,28,43,126,75,11-08-2025,c5,96776.0,2025-08-11,8,Invierno,False,True,1.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,33,2,Infeccion respiratoria aguda alta,63,5,6,16,21,15,11-08-2025,c3,122663.0,2025-08-11,8,Invierno,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,33,3,Bronquitis/Bronquiolitis aguda,274,93,69,48,56,8,24-02-2025,c3,112659.0,2025-02-24,2,Verano,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2025,33,4,Crisis asmática,268,16,40,71,113,28,11-08-2025,c1,85409.0,2025-08-11,8,Invierno,True,False,5.0
