EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencionTexto_year,FechaAtencionTexto_month,FechaAtencionTexto_day,FechaAtencionTexto_weekday,FechaAtencionTexto_hour
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,12,4,Crisis asmática,95.0,6,10,26,44,9,2025-03-17,F,C1,110141.0,2025,3,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,12,5,Insuficiencia respiratoria aguda,145.0,4,7,12,53,69,2025-03-17,M,C4,70025.0,2025,3,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,12,6,COVID-19 sospecha/confirmada,137.0,12,15,37,55,18,2025-03-17,F,C2,79344.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,1,Influenza y neumonia,130.0,10,10,20,52,38,2025-03-17,F,C2,61247.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,2,Infeccion respiratoria aguda alta,115.0,6,18,27,53,11,2025-03-17,M,C4,150579.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,3,Bronquitis/Bronquiolitis aguda,139.0,39,38,27,30,5,2025-03-17,F,C1,86129.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,4,Crisis asmática,174.0,5,25,41,87,16,2025-03-17,F,C1,73855.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,5,Insuficiencia respiratoria aguda,158.0,2,7,9,67,73,2025-03-17,F,C3,114433.0,2025,3,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,12,6,COVID-19 sospecha/confirmada,103.0,7,13,23,47,13,2025-03-17,M,C4,79414.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,1,Influenza y neumonia,90.0,7,12,14,32,25,2025-03-17,M,C2,78003.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,2,Infeccion respiratoria aguda alta,45.0,4,6,9,20,6,2025-03-17,F,C3,82062.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,3,Bronquitis/Bronquiolitis aguda,174.0,45,36,37,42,14,2025-03-17,M,C1,81237.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,4,Crisis asmática,144.0,7,19,43,57,18,2025-03-17,M,C4,107533.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,5,Insuficiencia respiratoria aguda,121.0,4,4,10,40,63,2025-03-17,M,C3,106255.0,2025,3,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,12,6,COVID-19 sospecha/confirmada,169.0,11,17,29,87,25,2025-03-17,F,C4,134214.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,12,1,Influenza y neumonia,238.0,23,17,34,114,50,2025-03-17,F,C2,104522.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,,-38.7397,-72.5984,Alta Complejidad,2025,12,2,Infeccion respiratoria aguda alta,107.0,2,16,17,54,18,2025-03-17,Desconocido,C3,56460.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,12,3,Bronquitis/Bronquiolitis aguda,204.0,54,50,43,46,11,2025-03-17,M,C4,51109.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,12,4,Crisis asmática,54.0,1,9,11,24,9,2025-03-17,F,C5,112797.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,12,5,Insuficiencia respiratoria aguda,46.0,4,1,4,12,25,2025-03-17,F,C3,105863.0,2025,3,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,12,6,COVID-19 sospecha/confirmada,157.0,7,14,38,79,19,2025-03-17,F,C2,15000.0,2025,3,17,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,1,Influenza y neumonia,70.0,8,4,11,24,23,2025-03-24,F,C1,106062.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,2,Infeccion respiratoria aguda alta,187.0,11,18,48,86,24,2025-03-24,M,C3,51109.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,3,Bronquitis/Bronquiolitis aguda,185.0,70,32,30,44,9,2025-03-24,F,C4,99657.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,4,Crisis asmática,72.0,5,12,17,33,5,2025-03-24,F,C3,115812.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,5,Insuficiencia respiratoria aguda,197.0,8,7,14,61,107,2025-03-24,F,C3,113751.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,13,6,COVID-19 sospecha/confirmada,180.0,13,16,39,81,31,2025-03-24,M,C4,82286.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,1,Influenza y neumonia,233.0,14,21,30,107,61,2025-03-24,M,C1,90341.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,2,Infeccion respiratoria aguda alta,205.0,16,21,53,97,18,2025-03-24,F,C5,93914.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,3,Bronquitis/Bronquiolitis aguda,49.0,13,11,10,12,3,2025-03-24,F,C4,125482.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,4,Crisis asmática,204.0,5,29,61,91,18,2025-03-24,M,,66508.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,5,Insuficiencia respiratoria aguda,196.0,1,8,19,64,104,2025-03-24,M,C5,104759.0,2025,3,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,13,6,COVID-19 sospecha/confirmada,102.0,8,12,16,53,13,2025-03-24,F,C2,159094.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,1,Influenza y neumonia,161.0,13,12,23,76,37,2025-03-24,M,C3,96605.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,2,Infeccion respiratoria aguda alta,133.0,7,19,25,62,20,2025-03-24,M,C3,49222.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,3,Bronquitis/Bronquiolitis aguda,163.0,57,31,28,37,10,2025-03-24,F,C3,110511.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,4,Crisis asmática,84.0,2,11,23,41,7,2025-03-24,F,C3,137302.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,5,Insuficiencia respiratoria aguda,137.0,3,3,9,48,74,2025-03-24,M,C4,114473.0,2025,3,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,13,6,COVID-19 sospecha/confirmada,153.0,11,16,33,75,18,2025-03-24,F,C4,92158.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,1,Influenza y neumonia,136.0,9,11,24,63,29,2025-03-24,F,C3,87301.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,2,Infeccion respiratoria aguda alta,97.0,2,13,21,47,14,2025-03-24,M,C2,77775.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,3,Bronquitis/Bronquiolitis aguda,180.0,54,43,36,40,7,2025-03-24,M,C1,89191.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,4,Crisis asmática,146.0,7,19,43,69,8,2025-03-24,F,C5,93269.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,5,Insuficiencia respiratoria aguda,67.0,2,2,3,29,29,2025-03-24,M,C2,89137.0,2025,3,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,13,6,COVID-19 sospecha/confirmada,58.0,4,9,9,28,8,2025-03-24,F,C3,133554.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,1,Influenza y neumonia,101.0,6,8,11,41,35,2025-03-24,F,C2,124064.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,2,Infeccion respiratoria aguda alta,92.0,2,13,22,47,8,2025-03-24,F,C2,80991.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,3,Bronquitis/Bronquiolitis aguda,155.0,38,35,36,39,7,2025-03-24,M,C2,80602.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,4,Crisis asmática,157.0,8,28,43,65,13,2025-03-24,M,C4,83603.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,5,Insuficiencia respiratoria aguda,78.0,3,7,9,28,31,2025-03-24,F,C3,120411.0,2025,3,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,13,6,COVID-19 sospecha/confirmada,197.0,9,18,42,89,39,2025-03-24,M,C5,122833.0,2025,3,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,1,Influenza y neumonia,163.0,7,14,28,64,50,2025-03-31,M,C2,118341.0,2025,3,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,2,Infeccion respiratoria aguda alta,43.0,4,6,5,22,6,2025-03-31,F,C3,123782.0,2025,3,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,3,Bronquitis/Bronquiolitis aguda,232.0,78,58,40,47,9,2025-03-31,F,C3,143902.0,2025,3,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,4,Crisis asmática,38.0,1,6,11,16,4,2025-03-31,F,C5,88492.0,2025,3,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,5,Insuficiencia respiratoria aguda,37.0,1,2,4,14,16,2025-03-31,M,C4,112709.0,2025,3,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,14,6,COVID-19 sospecha/confirmada,105.0,5,18,18,50,14,2025-03-31,M,C2,101785.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,1,Influenza y neumonia,73.0,6,6,10,31,20,2025-03-31,M,C2,67788.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,2,Infeccion respiratoria aguda alta,137.0,6,10,31,70,20,2025-03-31,F,C2,177384.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,3,Bronquitis/Bronquiolitis aguda,98.0,27,25,18,27,1,2025-03-31,M,C3,105060.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,4,Crisis asmática,50.0,1,5,12,29,3,2025-03-31,F,C2,129195.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,5,Insuficiencia respiratoria aguda,132.0,4,3,9,49,67,2025-03-31,M,C3,78384.0,2025,3,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,14,6,COVID-19 sospecha/confirmada,111.0,3,12,29,54,13,2025-03-31,M,C4,65002.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,14,1,Influenza y neumonia,81.0,6,9,10,35,21,2025-03-31,M,C3,119231.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,14,2,Infeccion respiratoria aguda alta,121.0,10,12,25,60,14,2025-03-31,M,C1,45408.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,14,3,Bronquitis/Bronquiolitis aguda,177.0,59,49,25,32,12,2025-03-31,F,C5,79607.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR)  ,-33.4429,-70.5477,Baja Complejidad,2025,14,4,Crisis asmática,78.0,4,9,19,37,9,2025-03-31,M,C3,96030.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,14,5,Insuficiencia respiratoria aguda,120.0,2,5,7,47,59,2025-03-31,M,C4,55860.0,2025,3,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,14,6,COVID-19 sospecha/confirmada,181.0,17,23,37,86,18,2025-03-31,F,C2,54317.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,1,Influenza y neumonia,184.0,16,18,25,74,51,2025-03-31,F,C4,70294.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,2,Infeccion respiratoria aguda alta,108.0,9,12,16,52,19,2025-03-31,F,C2,126843.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,3,Bronquitis/Bronquiolitis aguda,137.0,38,34,25,32,8,2025-03-31,M,C3,103556.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,4,Crisis asmática,137.0,8,11,40,61,17,2025-03-31,F,C1,65704.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,5,Insuficiencia respiratoria aguda,51.0,0,2,5,19,25,2025-03-31,M,C4,163579.0,2025,3,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,14,6,COVID-19 sospecha/confirmada,66.0,4,6,13,39,4,2025-03-31,F,C1,98281.0,2025,3,31,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,14,1,Influenza y neumonia,224.0,11,20,35,101,57,2025-03-31,M,C2,52903.0,2025,3,31,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,14,2,Infeccion respiratoria aguda alta,107.0,4,15,26,44,18,2025-03-31,M,C2,131920.0,2025,3,31,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,14,3,Bronquitis/Bronquiolitis aguda,217.0,62,50,40,55,10,2025-03-31,M,C2,124104.0,2025,3,31,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,14,4,Crisis asmática,124.0,3,17,40,49,15,2025-03-31,M,C2,112805.0,2025,3,31,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,14,5,Insuficiencia respiratoria aguda,164.0,4,9,7,67,77,2025-03-31,M,C2,114671.0,2025,3,31,0,0
